mh_level,scope_id,dataset_name,dataset_granularity,scope_kind,scope_market,detector_combination,test_case_name,anomaly_case,precision,recall,f1,true_negative_rate,false_positive_rate,false_negative_rate,g_mean,tp,fp,fn,tn,positive_count,negative_count,predicted_positive_count
mh5,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,currency_swap,0.04004854368932039,0.47320754716981134,0.08644031886874895,0.8560022228680747,0.1439977771319253,0.5267924528301887,0.6812825340663056,1881.0,45087.0,2094.0,268022.0,3975.0,313109.0,46968.0
mh10,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,decimal_shift,0.06480762972790308,0.78836784409257,0.1490122256438357,0.8595499281960286,0.1404500718039714,0.21163215590742995,0.8832966258276427,2589.0,37360.0,695.0,228642.0,3284.0,266002.0,39949.0
mh15,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,decimal_shift,0.06425159455504321,0.8193661971830986,0.1486925571582836,0.8540790272509247,0.14592097274907534,0.18063380281690142,0.892606086047663,2327.0,33890.0,513.0,198359.0,2840.0,232249.0,36217.0
mh20,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,decimal_shift,0.06226780066934815,0.81807180314643,0.14559153592612223,0.8518448448157095,0.14815515518429043,0.18192819685356998,0.8919027289918532,2028.0,30541.0,451.0,175601.0,2479.0,206142.0,32569.0
mh25,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,decimal_shift,0.05915947189841099,0.8122693726937269,0.14065785952885257,0.8458388149746514,0.1541611850253486,0.18773062730627307,0.8909327566231074,1761.0,28006.0,407.0,153661.0,2168.0,181667.0,29767.0
mh30,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,decimal_shift,0.06129341616978693,0.8300395256916996,0.144843565337075,0.8466030266484059,0.15339697335159408,0.16996047430830039,0.8958832905876327,1470.0,22513.0,301.0,124250.0,1771.0,146763.0,23983.0
mh5,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,decimal_shift,0.06455459035939363,0.7830578512396694,0.1376259240222584,0.859724403918113,0.14027559608188703,0.21694214876033058,0.8737537575315083,3032.0,43936.0,840.0,269276.0,3872.0,313212.0,46968.0
mh10,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,extreme_outlier,0.0699391724448672,0.8065819861431871,0.16026655857142413,0.8602260159053803,0.13977398409461972,0.19341801385681293,0.887960610358965,2794.0,37155.0,670.0,228667.0,3464.0,265822.0,39949.0
mh15,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,extreme_outlier,0.06781345776845128,0.8156758551976088,0.16156995328335824,0.8545273571816372,0.14547264281836278,0.18432414480239123,0.8908635704210817,2456.0,33761.0,555.0,198317.0,3011.0,232078.0,36217.0
mh20,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,extreme_outlier,0.06564524547882956,0.8107698141827835,0.15925651665092425,0.852265224483455,0.14773477551654499,0.18923018581721654,0.8912409195601224,2138.0,30431.0,499.0,175553.0,2637.0,205984.0,32569.0
mh25,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,extreme_outlier,0.06443376893875769,0.8267241379310345,0.15107649522557692,0.846574663250971,0.153425336749029,0.17327586206896553,0.8937753761158088,1918.0,27849.0,402.0,153666.0,2320.0,181515.0,29767.0
mh30,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,extreme_outlier,0.062294125005212024,0.8015021459227468,0.14384920980062849,0.8466693938774119,0.15333060612258811,0.1984978540772532,0.8872746754182109,1494.0,22489.0,370.0,124181.0,1864.0,146670.0,23983.0
mh5,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,extreme_outlier,0.06919604837336059,0.7936507936507936,0.146693192444421,0.8603209697465406,0.13967903025345937,0.20634920634920634,0.8722112237945836,3250.0,43718.0,845.0,269271.0,4095.0,312989.0,46968.0
mh10,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,negative_price,0.06535833187313825,0.7720283855706682,0.15045543532543681,0.859580901377941,0.1404190986220591,0.22797161442933175,0.8819321107070675,2611.0,37338.0,771.0,228566.0,3382.0,265904.0,39949.0
mh15,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,negative_price,0.0633404202446365,0.7776271186440677,0.15169274379438902,0.8538677258022134,0.14613227419778668,0.2223728813559322,0.8872136973886643,2294.0,33923.0,656.0,198216.0,2950.0,232139.0,36217.0
mh20,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,negative_price,0.06404863520525653,0.7827392120075047,0.15423634480723641,0.8519926586261143,0.1480073413738857,0.21726078799249532,0.8867070481372119,2086.0,30483.0,579.0,175473.0,2665.0,205956.0,32569.0
mh25,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,negative_price,0.06423220344676991,0.8026868178001679,0.1558871729341377,0.8464891735049848,0.15351082649501524,0.19731318219983207,0.888704422736802,1912.0,27855.0,470.0,153598.0,2382.0,181453.0,29767.0
mh30,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,negative_price,0.061960555393403664,0.7895855472901169,0.145330763930529,0.8465960232386875,0.15340397676131248,0.2104144527098831,0.885942732276056,1486.0,22497.0,396.0,124155.0,1882.0,146652.0,23983.0
mh5,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,negative_price,0.06406489524782831,0.7606167846309403,0.1356777128811097,0.8596133210699778,0.14038667893002224,0.23938321536905965,0.8695084997916122,3009.0,43959.0,947.0,269169.0,3956.0,313128.0,46968.0
mh10,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_drop,0.055520789005982625,0.6320889142205757,0.13300403270884534,0.8580351196679923,0.14196488033200766,0.36791108577942433,0.7952617239549176,2218.0,37731.0,1291.0,228046.0,3509.0,265777.0,39949.0
mh15,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_drop,0.05425628848330894,0.6425768476128189,0.1350345667528513,0.8523817938120337,0.14761820618796626,0.35742315238718114,0.8033007281042638,1965.0,34252.0,1093.0,197779.0,3058.0,232031.0,36217.0
mh20,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_drop,0.05219687432834905,0.6254598969830758,0.12875300687818625,0.850079891987975,0.14992010801202507,0.3745401030169242,0.7938878122388604,1700.0,30869.0,1018.0,175034.0,2718.0,205903.0,32569.0
mh25,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_drop,0.05092888097557698,0.639932460953989,0.12963659686237253,0.8443179438572515,0.1556820561427485,0.36006753904601096,0.8047939734298728,1516.0,28251.0,853.0,153215.0,2369.0,181466.0,29767.0
mh30,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_drop,0.050911062002251595,0.6346153846153846,0.13095969042244437,0.8447445603983357,0.15525543960166427,0.36538461538461536,0.8018433129193884,1221.0,22762.0,703.0,123848.0,1924.0,146610.0,23983.0
mh5,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_drop,0.053738715721342194,0.6245978718139075,0.11811102175932792,0.8580258942062272,0.14197410579377273,0.37540212818609253,0.787088655201517,2524.0,44444.0,1517.0,268599.0,4041.0,313043.0,46968.0
mh10,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_noise,0.01904928784199855,0.22702863961813843,0.036332224344449056,0.852640128753751,0.14735987124624908,0.7729713603818615,0.43205675103792374,761.0,39188.0,2591.0,226746.0,3352.0,265934.0,39949.0
mh15,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_noise,0.019245105889499407,0.2364314789687924,0.036805392144746485,0.8469895451471304,0.1530104548528696,0.7635685210312076,0.43518331741480454,697.0,35520.0,2251.0,196621.0,2948.0,232141.0,36217.0
mh20,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_noise,0.01857594645214775,0.23233486943164364,0.03579080597605653,0.844847755282331,0.15515224471766892,0.7676651305683564,0.43123128580339,605.0,31964.0,1999.0,174053.0,2604.0,206017.0,32569.0
mh25,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_noise,0.02008936070144791,0.25887445887445887,0.04060731870541522,0.8393113896157554,0.1606886103842446,0.7411255411255411,0.46081604753493555,598.0,29169.0,1712.0,152356.0,2310.0,181525.0,29767.0
mh30,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_noise,0.0200558729099779,0.26042230644288034,0.036991432614553066,0.8397813030466231,0.16021869695337693,0.7395776935571197,0.4408038104105041,481.0,23502.0,1366.0,123185.0,1847.0,146687.0,23983.0
mh5,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_noise,0.01820388349514563,0.2151484650226472,0.032977846032253455,0.852725879084028,0.14727412091597203,0.7848515349773528,0.42334596813850833,855.0,46113.0,3119.0,266997.0,3974.0,313110.0,46968.0
mh10,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_spike,0.06691031064607375,0.8166819431714024,0.1430007731560937,0.8598715100389831,0.14012848996101696,0.18331805682859761,0.8867789601305944,2673.0,37276.0,600.0,228737.0,3273.0,266013.0,39949.0
mh15,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_spike,0.06560455034928349,0.8247136410968414,0.14545853755173607,0.8542642803004203,0.14573571969957969,0.17528635890315863,0.8893336042754828,2376.0,33841.0,505.0,198367.0,2881.0,232208.0,36217.0
mh20,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_spike,0.06478553225459793,0.816247582205029,0.14805556377628562,0.8521666116600982,0.14783338833990176,0.18375241779497098,0.8896684026189728,2110.0,30459.0,475.0,175577.0,2585.0,206036.0,32569.0
mh25,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_spike,0.06507205966338563,0.8682205289108024,0.1457568572854286,0.8467544767736394,0.15324552322636065,0.13177947108919766,0.8978524364530749,1937.0,27830.0,294.0,153774.0,2231.0,181604.0,29767.0
mh30,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_spike,0.06450402368344244,0.8546961325966851,0.14653484797974695,0.8470870477904092,0.1529129522095908,0.1453038674033149,0.8972893539783269,1547.0,22436.0,263.0,124288.0,1810.0,146724.0,23983.0
mh5,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,price_spike,0.0663643331630046,0.8050103305785123,0.13513105202072206,0.8599957856020842,0.1400042143979158,0.1949896694214876,0.8748020645066712,3117.0,43851.0,755.0,269361.0,3872.0,313212.0,46968.0
mh10,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,zero_price,0.05987634233647901,0.7198314775804996,0.14268944984605553,0.8587886284934371,0.14121137150656293,0.28016852241950047,0.8639444327302777,2392.0,37557.0,931.0,228406.0,3323.0,265963.0,39949.0
mh15,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,zero_price,0.058812160035342516,0.7327141382868937,0.14152516132596815,0.8531884469941684,0.14681155300583162,0.2672858617131063,0.8680885634350176,2130.0,34087.0,777.0,198095.0,2907.0,232182.0,36217.0
mh20,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,zero_price,0.05680248088673278,0.7220921155347385,0.13805603413815293,0.8509213380633702,0.1490786619366298,0.2779078844652615,0.8619734201344376,1850.0,30719.0,712.0,175340.0,2562.0,206059.0,32569.0
mh25,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,zero_price,0.057950078946484365,0.757243195785777,0.138617651719068,0.8455471284500184,0.15445287154998155,0.242756804214223,0.8727989500119175,1725.0,28042.0,553.0,153515.0,2278.0,181557.0,29767.0
mh30,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,zero_price,0.05854146687236793,0.7448275862068966,0.14580713308844695,0.8460337267898179,0.15396627321018214,0.25517241379310346,0.8744424252919081,1404.0,22579.0,481.0,124070.0,1885.0,146649.0,23983.0
mh5,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,Z-score,combined,zero_price,0.060275080906148866,0.7218255991840897,0.1302110940031957,0.8590601669423493,0.14093983305765068,0.27817440081591027,0.8538507003006942,2831.0,44137.0,1091.0,269025.0,3922.0,313162.0,46968.0
mh10,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,currency_swap,0.03500959692898273,0.5615763546798029,0.0659102406591024,0.8059740660697746,0.19402593393022538,0.43842364532019706,0.6727674025916556,456.0,12569.0,356.0,52211.0,812.0,64780.0,13025.0
mh15,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,currency_swap,0.03029346797096876,0.45569620253164556,0.056810336325081374,0.8185307665052557,0.1814692334947443,0.5443037974683544,0.6107383743893633,288.0,9219.0,344.0,41583.0,632.0,50802.0,9507.0
mh20,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,currency_swap,0.03943617358251505,0.4706994328922495,0.07277509864094696,0.8567514584661896,0.14324854153381045,0.5293005671077504,0.6350373419174995,249.0,6065.0,280.0,36274.0,529.0,42339.0,6314.0
mh25,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,currency_swap,0.0351911096144132,0.46860986547085204,0.06546593578700077,0.8399351919101625,0.16006480808983742,0.531390134529148,0.6273770136730031,209.0,5730.0,237.0,30068.0,446.0,35798.0,5939.0
mh30,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,currency_swap,0.03139013452914798,0.4273255813953488,0.058484185398846235,0.8375474536208009,0.1624525463791992,0.5726744186046512,0.5982519975434287,147.0,4536.0,197.0,23386.0,344.0,27922.0,4683.0
mh5,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,currency_swap,0.034134447927551374,0.5991266375545852,0.06458902174936447,0.7821265419280976,0.2178734580719024,0.4008733624454148,0.6845384176272187,686.0,19411.0,459.0,69682.0,1145.0,89093.0,20097.0
mh10,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,decimal_shift,0.06165067178502879,1.0,0.11614116285796934,0.8113568661346834,0.18864313386531664,0.0,0.9007534990965527,803.0,12222.0,0.0,52567.0,803.0,64789.0,13025.0
mh15,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,decimal_shift,0.06489954770169348,1.0,0.12188858158830503,0.8250585434008304,0.17494145659916957,0.0,0.9083273327390464,617.0,8890.0,0.0,41927.0,617.0,50817.0,9507.0
mh20,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,decimal_shift,0.08029775102945835,1.0,0.14865855446415482,0.862916361747834,0.1370836382521659,0.0,0.9289329156337577,507.0,5807.0,0.0,36554.0,507.0,42361.0,6314.0
mh25,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,decimal_shift,0.07122411180333389,1.0,0.13297705124174788,0.8460121157979956,0.1539878842020044,0.0,0.9197891692110729,423.0,5516.0,0.0,30305.0,423.0,35821.0,5939.0
mh30,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,decimal_shift,0.07260303224428785,1.0,0.13537726458291857,0.8444818448757431,0.15551815512425696,0.0,0.9189569330908511,340.0,4343.0,0.0,23583.0,340.0,27926.0,4683.0
mh5,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,decimal_shift,0.055281882868089764,1.0,0.10477178423236516,0.7869781323280263,0.2130218676719737,0.0,0.8871178796124145,1111.0,18986.0,0.0,70141.0,1111.0,89127.0,20097.0
mh10,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,extreme_outlier,0.06664107485604606,1.0,0.12495501331605845,0.8121716828378963,0.18782831716210371,0.0,0.9012056828703957,868.0,12157.0,0.0,52567.0,868.0,64724.0,13025.0
mh15,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,extreme_outlier,0.07247291469443568,1.0,0.1351510396233817,0.8262291851413932,0.17377081485860676,0.0,0.9089714985308358,689.0,8818.0,0.0,41927.0,689.0,50745.0,9507.0
mh20,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,extreme_outlier,0.08995882166613874,1.0,0.16506829410055218,0.8641607565011821,0.13583924349881796,0.0,0.9296024722972621,568.0,5746.0,0.0,36554.0,568.0,42300.0,6314.0
mh25,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,extreme_outlier,0.07678060279508335,1.0,0.1426114151681001,0.8467922208561529,0.1532077791438471,0.0,0.9202131388195633,456.0,5483.0,0.0,30305.0,456.0,35788.0,5939.0
mh30,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,extreme_outlier,0.0723894939141576,1.0,0.13500597371565115,0.8444516059727146,0.15554839402728543,0.0,0.9189404801034258,339.0,4344.0,0.0,23583.0,339.0,27927.0,4683.0
mh5,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,extreme_outlier,0.060207991242474,1.0,0.11357769747031492,0.7878532596486498,0.21214674035135014,0.0,0.887610984411893,1210.0,18887.0,0.0,70141.0,1210.0,89028.0,20097.0
mh10,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,negative_price,0.06195777351247601,1.0,0.11668594563331404,0.8114069614879987,0.18859303851200124,0.0,0.9007813061381762,807.0,12218.0,0.0,52567.0,807.0,64785.0,13025.0
mh15,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,negative_price,0.06668770379720206,1.0,0.1250369786017158,0.8253346456692914,0.17466535433070865,0.0,0.9084793039300848,634.0,8873.0,0.0,41927.0,634.0,50800.0,9507.0
mh20,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,negative_price,0.08631612290148875,1.0,0.1589152937746027,0.8636911372067198,0.13630886279328025,0.0,0.9293498465092248,545.0,5769.0,0.0,36554.0,545.0,42323.0,6314.0
mh25,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,negative_price,0.08082168715271931,1.0,0.1495560056083502,0.8473604742198859,0.15263952578011408,0.0,0.920521848855249,480.0,5459.0,0.0,30305.0,480.0,35764.0,5939.0
mh30,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,negative_price,0.07345718556480889,1.0,0.13686095086532724,0.8446028221474107,0.15539717785258936,0.0,0.9190227538790379,344.0,4339.0,0.0,23583.0,344.0,27922.0,4683.0
mh5,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,negative_price,0.054187192118226604,1.0,0.102803738317757,0.7867839235437302,0.21321607645626983,0.0,0.8870084123297424,1089.0,19008.0,0.0,70141.0,1089.0,89149.0,20097.0
mh10,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_drop,0.06410748560460652,0.9267480577136515,0.1199195748958782,0.8115657510318283,0.18843424896817176,0.0732519422863485,0.8672467834911051,835.0,12190.0,66.0,52501.0,901.0,64691.0,13025.0
mh15,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_drop,0.06752918901861786,0.9093484419263456,0.12572211886810927,0.8252444409399149,0.17475555906008516,0.0906515580736544,0.8662763684743395,642.0,8865.0,64.0,41863.0,706.0,50728.0,9507.0
mh20,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_drop,0.08140639847956921,0.8986013986013986,0.14928841126924194,0.8628711934934745,0.13712880650652545,0.10139860139860139,0.8805550870252776,514.0,5800.0,58.0,36496.0,572.0,42296.0,6314.0
mh25,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_drop,0.07526519616096985,0.9197530864197531,0.13914396887159533,0.8464119917221321,0.1535880082778679,0.08024691358024691,0.8823208270063229,447.0,5492.0,39.0,30266.0,486.0,35758.0,5939.0
mh30,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_drop,0.07772795216741404,0.9333333333333333,0.14350482948945395,0.8450638542115081,0.15493614578849188,0.06666666666666667,0.8881026201575699,364.0,4319.0,26.0,23557.0,390.0,27876.0,4683.0
mh5,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_drop,0.05617753893615963,0.9543533389687235,0.10610902255639097,0.7870080287462804,0.2129919712537196,0.04564666103127642,0.8666508755140133,1129.0,18968.0,54.0,70087.0,1183.0,89055.0,20097.0
mh10,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_noise,0.01143953934740883,0.18016928657799275,0.021513138896910197,0.8011889137651509,0.19881108623484908,0.8198307134220073,0.379933724493186,149.0,12876.0,678.0,51889.0,827.0,64765.0,13025.0
mh15,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_noise,0.013358577889975807,0.19448698315467075,0.025,0.8152852444812037,0.1847147555187964,0.8055130168453293,0.39819890458119983,127.0,9380.0,526.0,41401.0,653.0,50781.0,9507.0
mh20,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_noise,0.009185936015204309,0.1070110701107011,0.01691948658109685,0.8521948684024004,0.1478051315975996,0.8929889298892989,0.3019839148209536,58.0,6256.0,484.0,36070.0,542.0,42326.0,6314.0
mh25,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_noise,0.013301902677218386,0.16880341880341881,0.02466052754799438,0.8362030411449016,0.1637969588550984,0.8311965811965812,0.37570458096631626,79.0,5860.0,389.0,29916.0,468.0,35776.0,5939.0
mh30,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_noise,0.012812299807815503,0.16260162601626016,0.023752969121140145,0.8342832562641144,0.16571674373588557,0.8373983739837398,0.36831483003903775,60.0,4623.0,309.0,23274.0,369.0,27897.0,4683.0
mh5,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_noise,0.013086530327909638,0.23357015985790408,0.02478443198416812,0.7774261603375527,0.22257383966244726,0.7664298401420959,0.426126216686745,263.0,19834.0,863.0,69278.0,1126.0,89112.0,20097.0
mh10,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_spike,0.05589251439539347,0.9732620320855615,0.10571407826907717,0.810360249213497,0.189639750786503,0.026737967914438502,0.888083815228546,728.0,12297.0,20.0,52547.0,748.0,64844.0,13025.0
mh15,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_spike,0.06226990638476912,0.9850249584026622,0.11713494261970717,0.8246218007986937,0.17537819920130623,0.014975041597337771,0.9012619236546398,592.0,8915.0,9.0,41918.0,601.0,50833.0,9507.0
mh20,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_spike,0.07966423820082356,0.9748062015503876,0.14729136163982431,0.8627927842840952,0.1372072157159048,0.025193798449612403,0.9170909206687534,503.0,5811.0,13.0,36541.0,516.0,42352.0,6314.0
mh25,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_spike,0.0705505977437279,0.9632183908045977,0.13147160338876687,0.8458488089586417,0.15415119104135833,0.0367816091954023,0.9026279015348065,419.0,5520.0,16.0,30289.0,435.0,35809.0,5939.0
mh30,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_spike,0.07174887892376682,0.9795918367346939,0.13370473537604455,0.8443218851842567,0.15567811481574328,0.02040816326530612,0.9094453399204073,336.0,4347.0,7.0,23576.0,343.0,27923.0,4683.0
mh5,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,price_spike,0.052395879982086876,0.9777158774373259,0.09946160385378294,0.786408855889907,0.21359114411009297,0.022284122562674095,0.8768605502364011,1053.0,19044.0,24.0,70117.0,1077.0,89161.0,20097.0
mh10,COMPETITOR_1_COUNTRY_3,COMPETITOR_1_COUNTRY_3,competitor,competitor,B2B,IF,new_prices,zero_price,0.06088291746641075,1.0,0.11477782602402664,0.8112316548094878,0.1887683451905122,0.0,0.9006839927574419,793.0,12232.0,0.0,52567.0,793.0,64799.0,13025.0
